ncbi_taxon_id,relative_abundance,taxon_rank_level,scientific_name
-1,20.02647,species,unclassified
817,0.01411,species,Bacteroides fragilis
818,0.03527,species,Bacteroides thetaiotaomicron
820,0.39758,species,Bacteroides uniformis
821,0.33533,species,Phocaeicola vulgatus
823,0.09357,species,Parabacteroides distasonis
850,0.06039,species,Fusobacterium mortiferum
853,5.94325,species,Faecalibacterium prausnitzii
901,0.768,species,Desulfovibrio piger
1302,0.03642,species,Streptococcus gordonii
1303,0.00159,species,Streptococcus oralis
1304,1.09273,species,Streptococcus salivarius
1305,0.00339,species,Streptococcus sanguinis
1308,0.30141,species,Streptococcus thermophilus
1318,0.6756,species,Streptococcus parasanguinis
1328,0.00847,species,Streptococcus anginosus
1343,0.13605,species,Streptococcus vestibularis
1351,0.00059,species,Enterococcus faecalis
1358,0.00922,species,Lactococcus lactis
1382,0.00248,species,Lancefieldella parvula
1512,0.00869,species,[Clostridium] symbiosum
1522,0.01288,species,[Clostridium] innocuum
1535,0.13374,species,[Clostridium] leptum
1547,0.23581,species,Thomasclavelia ramosa
1584,0.1597,species,Lactobacillus delbrueckii
1590,0.05134,species,Lactiplantibacillus plantarum
1596,0.01095,species,Lactobacillus gasseri
1597,0.04867,species,Lacticaseibacillus paracasei
1604,0.06097,species,Lactobacillus amylovorus
1624,0.00061,species,Ligilactobacillus salivarius
1660,0.03307,species,Schaalia odontolytica
1680,1.57427,species,Bifidobacterium adolescentis
1689,0.01168,species,Bifidobacterium dentium
1735,5.34454,species,Holdemanella biformis
28026,1.92143,species,Bifidobacterium pseudocatenulatum
28037,0.01377,species,Streptococcus mitis
28116,0.04313,species,Bacteroides ovatus
28117,0.21603,species,Alistipes putredinis
28118,0.01456,species,Odoribacter splanchnicus
29347,0.01597,species,[Clostridium] scindens
29391,0.0026,species,Gemella morbillorum
33025,0.00362,species,Phascolarctobacterium faecium
33038,1.95014,species,Mediterraneibacter gnavus
33039,0.79844,species,[Ruminococcus] torques
33043,0.01962,species,Coprococcus eutactus
39482,0.01186,species,Faecalicatena contorta
39486,1.32103,species,Dorea formicigenerans
39490,1.13712,species,Eubacterium ramulus
39491,0.71681,species,Agathobacter rectalis
39496,2.99751,species,Eubacterium ventriosum
40520,0.16529,species,Blautia obeum
43675,0.11228,species,Rothia mucilaginosa
45634,0.00799,species,Streptococcus cristatus
46124,0.00011,species,Granulicatella adiacens
46503,0.10279,species,Parabacteroides merdae
46506,0.18871,species,Bacteroides stercoris
47678,0.00114,species,Bacteroides caccae
53443,0.30822,species,Blautia hydrogenotrophica
55565,0.11341,species,Actinomyces graevenitzii
61171,0.06853,species,Holdemania filiformis
74426,2.39015,species,Collinsella aerofaciens
76860,0.00053,species,Streptococcus constellatus
78258,0.00087,species,Parascardovia denticolens
84026,0.00332,species,[Clostridium] methylpentosum
84112,0.00356,species,Eggerthella lenta
84135,0.00631,species,Gemella sanguinis
88431,3.00172,species,Dorea longicatena
105841,0.00064,species,Anaerostipes caccae
105843,0.32444,species,Anaerobutyricum soehngenii
109327,0.01081,species,Anaerovorax odorimutans
114527,0.05418,species,Mogibacterium diversum
137591,0.00028,species,Weissella cibaria
143393,0.00243,species,[Eubacterium] sulci
154046,0.02905,species,Hungatella hathewayi
166486,0.04379,species,Roseburia intestinalis
204516,0.21367,species,Phocaeicola massiliensis
208479,0.21328,species,Enterocloster bolteae
209880,0.1115,species,Allisonella histaminiformans
214853,0.00823,species,Anaerofustis stercorihominis
214856,0.02486,species,Alistipes finegoldii
216816,0.29498,species,Bifidobacterium longum
246787,0.00053,species,Bacteroides cellulosilyticus
253257,0.08507,species,Lacrimispora amygdalina
270498,0.00015,species,Christensenella hongkongensis
291645,0.00201,species,Bacteroides nordii
292800,0.23281,species,Flavonifractor plautii
301301,0.10221,species,Roseburia hominis
301302,0.60854,species,Roseburia faecis
310297,1.17529,species,Phocaeicola plebeius
328813,0.02839,species,Alistipes onderdonkii
328814,0.04027,species,Alistipes shahii
329854,0.00305,species,Bacteroides intestinalis
333367,0.01059,species,Enterocloster asparagiformis
341220,0.0118,species,Lactonifactor longoviformis
342942,0.26418,species,Mediterraneibacter glycyrrhizinilyticus
358742,0.019,species,Enterocloster aldenensis
358743,0.03239,species,Enterocloster citroniae
360807,1.97088,species,Roseburia inulinivorans
371601,0.06974,species,Bacteroides xylanisolvens
410072,1.58585,species,Coprococcus comes
418240,0.90846,species,Blautia wexlerae
419015,0.00019,species,Alloscardovia omnicolens
437898,0.00253,species,Sutterella parvirubra
446660,0.06526,species,Adlercreutzia equolifaciens
454154,0.22455,species,Paraprevotella clara
474960,0.03734,species,Hydrogenoanaerobacterium saccharovorans
487174,0.04039,species,Barnesiella intestinihominis
536633,0.02286,species,Blautia glucerasea
544580,0.00523,species,Actinomyces oris
544645,0.01389,species,Butyricimonas virosa
572010,0.42154,species,Slackia isoflavoniconvertens
626932,0.00765,species,Alistipes indistinctus
626937,0.01395,species,Christensenella minuta
626940,0.43337,species,Phascolarctobacterium succinatutens
649756,1.96292,species,Anaerostipes hadrus
673271,0.01932,species,Catenibacillus scindens
712157,0.00427,species,Atopobium sp. oral taxon 416
713054,0.02065,species,TM7 phylum sp. oral taxon 352
745368,0.70988,species,Gemmiger formicilis
871665,0.54864,species,Blautia faecis
936548,0.02827,species,Actinomyces sp. ICM47
1034346,0.00411,species,Dielma fastidiosa
1118058,0.0082,species,Actinomyces sp. ph3
1150298,5.17702,species,Fusicatenibacter saccharivorans
1160721,0.00067,species,Ruminococcus bicirculans (ex Wegman et al. 2014)
1197717,0.00833,species,Cloacibacillus porcorum
1432052,0.00611,species,Eisenbergiella tayi
1519439,0.8465,species,Oscillibacter sp. ER4
1550024,0.23909,species,Ruthenibacterium lactatiformans
1628085,1.91777,species,Agathobaculum butyriciproducens
1697793,0.00338,species,Clostridia bacterium UC5.1-1E11
1697794,0.02193,species,Clostridia bacterium UC5.1-1D1
1715004,0.54165,species,Clostridiales bacterium KLE1615
1720200,0.00623,species,Anaerotruncus rubiinfantis
1720294,0.0012,species,Eisenbergiella massiliensis
1720313,0.04553,species,Bittarella massiliensis (ex Durand et al. 2017)
1737424,6.97303,species,Blautia massiliensis (ex Durand et al. 2017)
1776391,0.00225,species,Romboutsia timonensis
1776392,0.07452,species,Massilimicrobiota timonensis
1796615,0.36638,species,Blautia caecimuris
1796618,0.00223,species,Cuneatibacter caecimuris
1805478,0.01824,species,Olsenella timonensis
1841867,0.05738,species,Merdimmobilis hominis
1841868,0.00547,species,Provencibacterium massiliense
1852361,0.04398,species,Actinomyces bouchesdurhonensis
1852384,0.01834,species,Massiliimalia massiliensis
1870988,0.04416,species,Pseudoflavonifractor phocaeensis
1870991,0.00396,species,Massilioclostridium coli
1871020,0.00261,species,Clostridium sp. Marseille-P3244
1871035,0.06793,species,Negativibacillus massiliensis
1898204,2.3987,species,Clostridiaceae bacterium
1898207,0.03802,species,Clostridiales bacterium
1907654,0.38257,species,Collinsella bouchesdurhonensis
1907662,0.01844,species,Raoultibacter timonensis
1912855,0.00486,species,Faecalimonas umbilicata
1917870,0.00161,species,Enterocloster hominis (ex Hitch et al. 2024)
1926283,0.0509,species,Lachnoclostridium edouardi
1981510,0.00802,species,Monoglobus pectinilyticus
1987501,0.04557,species,Massiliimalia timonensis
2049045,0.26379,species,Eubacteriaceae bacterium
2086585,0.00067,species,Maliibacterium massiliense
2093857,0.03271,species,Dysosmobacter welbionis
2108523,0.15691,species,Lawsonibacter asaccharolyticus
2292041,0.40462,species,Dorea sp. AF36-15AT
2292046,0.00187,species,Lachnotalea sp. AF33-28
2292182,0.10877,species,Clostridiaceae bacterium AF18-31LB
2292190,0.04893,species,Alistipes sp. AF17-16
2292206,0.00293,species,Clostridium sp. AF27-2AA
2292245,4.36514,species,Ruminococcus sp. AF13-28
2292304,0.04911,species,Clostridium sp. AM33-3
2293024,2.12561,species,Clostridium sp. AM22-11AC
2293035,0.0502,species,Clostridium sp. AM49-4BH
2316025,0.03395,species,Mediterraneibacter butyricigenes
2358141,0.817,species,Anaerotignum faecicola
2364792,0.01016,species,Intestinibacillus sp. Marseille-P6563
2485925,0.02739,species,Oscillospiraceae bacterium
2500537,0.23439,species,Candidatus Cibiobacter qucibialis
2509433,0.50864,species,Senegalimassilia faecalis
2714355,0.48523,species,Vescimonas coprocola
2763016,0.00128,species,Anaerofilum hominis
2763033,0.00857,species,Christensenella tenuis
2763056,0.00282,species,Oscillibacter hominis
2763644,0.06839,species,Zhenpiania hominis
2763654,0.00483,species,Luoshenia tenuis
2763655,0.00023,species,Gehongia tenuis
2763656,0.04836,species,Guopingia tenuis
2763663,0.70795,species,Enterocloster hominis (ex Liu et al. 2021)
2763667,0.03103,species,Wansuia hejianensis
2763672,0.00369,species,Simiaoa sunii
2763678,0.01064,species,Youxingia wuxianensis
2764325,0.01878,species,[Eubacterium] hominis
2764712,0.26898,species,Lentihominibacter faecis
2779352,0.00554,species,Pseudoflavonifractor gallinarum
2830659,0.20477,species,Clostridiaceae bacterium Marseille-Q4149
2850322,0.0034,species,Diplocloster modestus
2881276,0.08248,species,Fusicatenibacter faecihominis
2883295,0.08385,species,bacterium 210917-DFI.7.65
2885350,0.04542,species,Gallintestinimicrobium propionicum
2885357,0.82173,species,Hominenteromicrobium mulieris
2931401,0.02764,species,Cuneatibacter sp. NSJ-177
2981769,0.01129,species,Waltera acetigignens
