ncbi_taxon_id,relative_abundance,taxon_rank_level,scientific_name
-1,1.08545,species,unclassified
573,0.38434,species,Klebsiella pneumoniae
735,0.00361,species,Haemophilus parahaemolyticus
736,0.04024,species,Haemophilus paraphrohaemolyticus
817,0.0799,species,Bacteroides fragilis
818,0.03517,species,Bacteroides thetaiotaomicron
820,0.21184,species,Bacteroides uniformis
821,1.41157,species,Phocaeicola vulgatus
823,0.043,species,Parabacteroides distasonis
853,2.50825,species,Faecalibacterium prausnitzii
907,2.21926,species,Megasphaera elsdenii
1302,0.00249,species,Streptococcus gordonii
1303,0.05662,species,Streptococcus oralis
1304,0.22588,species,Streptococcus salivarius
1305,0.04842,species,Streptococcus sanguinis
1318,0.00469,species,Streptococcus parasanguinis
1379,0.01324,species,Gemella haemolysans
1382,0.01079,species,Lancefieldella parvula
1512,0.13123,species,[Clostridium] symbiosum
1522,0.02549,species,[Clostridium] innocuum
1535,0.00274,species,[Clostridium] leptum
1547,0.53392,species,Thomasclavelia ramosa
1597,0.7457,species,Lacticaseibacillus paracasei
1655,0.00152,species,Actinomyces naeslundii
1685,0.03679,species,Bifidobacterium breve
1689,0.00109,species,Bifidobacterium dentium
28026,2.14296,species,Bifidobacterium pseudocatenulatum
28037,0.17826,species,Streptococcus mitis
28052,5.95541,species,Lachnospira pectinoschiza
28116,0.04249,species,Bacteroides ovatus
29391,0.00011,species,Gemella morbillorum
29466,0.02285,species,Veillonella parvula
33025,1.00771,species,Phascolarctobacterium faecium
33033,0.00859,species,Parvimonas micra
33035,0.03002,species,Blautia producta
33038,1.39485,species,Mediterraneibacter gnavus
33039,0.68198,species,[Ruminococcus] torques
35517,0.0016,species,[Eubacterium] brachy
35833,0.11022,species,Bilophila wadsworthia
39482,0.00231,species,Faecalicatena contorta
39485,0.00252,species,Lachnospira eligens
39486,0.49364,species,Dorea formicigenerans
39490,5.67185,species,Eubacterium ramulus
39491,33.26237,species,Agathobacter rectalis
39496,0.941,species,Eubacterium ventriosum
39777,0.01355,species,Veillonella atypica
39778,0.04526,species,Veillonella dispar
40518,1.55792,species,Ruminococcus bromii
40520,0.76751,species,Blautia obeum
43675,0.08668,species,Rothia mucilaginosa
