ncbi_taxon_id,relative_abundance,taxon_rank_level,scientific_name
-1,11.2916,species,unclassified
562,0.13776,species,Escherichia coli
820,0.03397,species,Bacteroides uniformis
821,0.07326,species,Phocaeicola vulgatus
823,0.02761,species,Parabacteroides distasonis
1260,0.00714,species,Finegoldia magna
1302,0.00676,species,Streptococcus gordonii
1304,0.50786,species,Streptococcus salivarius
1305,0.02127,species,Streptococcus sanguinis
1308,2.9595,species,Streptococcus thermophilus
1309,0.05292,species,Streptococcus mutans
1318,0.01951,species,Streptococcus parasanguinis
1328,0.01414,species,Streptococcus anginosus
1343,0.00512,species,Streptococcus vestibularis
1535,0.01072,species,[Clostridium] leptum
1624,0.04135,species,Ligilactobacillus salivarius
1655,0.0447,species,Actinomyces naeslundii
1659,0.00157,species,Actinomyces israelii
1660,0.07415,species,Schaalia odontolytica
1681,0.09998,species,Bifidobacterium bifidum
1685,0.29006,species,Bifidobacterium breve
1689,0.01199,species,Bifidobacterium dentium
28025,1.68457,species,Bifidobacterium animalis
28026,2.33055,species,Bifidobacterium pseudocatenulatum
28037,0.07639,species,Streptococcus mitis
28052,0.02454,species,Lachnospira pectinoschiza
28118,0.00366,species,Odoribacter splanchnicus
29347,0.5029,species,[Clostridium] scindens
33031,0.01027,species,Peptoniphilus lacrimalis
33033,0.01463,species,Parvimonas micra
33035,0.06694,species,Blautia producta
33038,0.01173,species,Mediterraneibacter gnavus
33039,0.0093,species,[Ruminococcus] torques
35517,0.02527,species,[Eubacterium] brachy
35518,0.09248,species,[Eubacterium] nodatum
35519,0.0711,species,Mogibacterium timidum
35833,0.01824,species,Bilophila wadsworthia
39482,0.00115,species,Faecalicatena contorta
39486,3.90037,species,Dorea formicigenerans
39491,0.1195,species,Agathobacter rectalis
40518,1.19712,species,Ruminococcus bromii
40520,0.62777,species,Blautia obeum
43675,0.00209,species,Rothia mucilaginosa
45634,0.03731,species,Streptococcus cristatus
46503,0.03498,species,Parabacteroides merdae
46506,0.03117,species,Bacteroides stercoris
47678,0.07743,species,Bacteroides caccae
52226,0.01411,species,Mitsuokella multacida
52773,0.02132,species,Schaalia meyeri
53443,0.05815,species,Blautia hydrogenotrophica
55565,0.00337,species,Actinomyces graevenitzii
56774,0.00217,species,[Eubacterium] infirmum
74426,13.86127,species,Collinsella aerofaciens
76860,0.02033,species,Streptococcus constellatus
84109,0.00621,species,Slackia exigua
84112,1.42253,species,Eggerthella lenta
102148,0.02644,species,Solobacterium moorei
105841,0.07761,species,Anaerostipes caccae
105843,0.68602,species,Anaerobutyricum soehngenii
113107,0.0619,species,Streptococcus australis
114527,0.70068,species,Mogibacterium diversum
133926,0.01356,species,Olsenella uli
143393,0.13757,species,[Eubacterium] sulci
154046,0.00408,species,Hungatella hathewayi
165179,0.2793799999999999,species,Segatella copri
178339,0.00675,species,Pauljensenia hongkongensis
184870,0.00964,species,Varibaculum cambriense
187327,0.00789,species,Acidaminococcus intestini
214853,0.05785,species,Anaerofustis stercorihominis
216816,0.59254,species,Bifidobacterium longum
218538,0.03374,species,Dialister invisus
239935,5.58869,species,Akkermansia muciniphila
272548,0.00965,species,Actinomyces dentalis
301301,0.01467,species,Roseburia hominis
301302,0.21039,species,Roseburia faecis
310297,0.13879,species,Phocaeicola plebeius
310298,0.00065,species,Phocaeicola coprocola
328814,0.00676,species,Alistipes shahii
341220,0.01678,species,Lactonifactor longoviformis
342942,0.00544,species,Mediterraneibacter glycyrrhizinilyticus
357276,0.05464,species,Phocaeicola dorei
360807,0.01138,species,Roseburia inulinivorans
371601,0.00271,species,Bacteroides xylanisolvens
418240,13.93075,species,Blautia wexlerae
446660,0.0649,species,Adlercreutzia equolifaciens
471189,0.29926,species,Gordonibacter pamelaeae
487174,0.14082,species,Barnesiella intestinihominis
544580,0.06872,species,Actinomyces oris
544581,0.00481,species,Actinomyces johnsonii
626932,0.02632,species,Alistipes indistinctus
671231,0.04193,species,TM7 phylum sp. oral taxon 348
712157,0.00078,species,Atopobium sp. oral taxon 416
712411,0.01257,species,Olsenella sp. oral taxon 807
713051,0.00133,species,TM7 phylum sp. oral taxon 349
713054,0.17344,species,TM7 phylum sp. oral taxon 352
745368,1.52206,species,Gemmiger formicilis
871665,0.58654,species,Blautia faecis
936548,0.29436,species,Actinomyces sp. ICM47
938289,0.0082,species,Levyella massiliensis
