ncbi_taxon_id,relative_abundance,taxon_rank_level,scientific_name
-1,5.54692,species,unclassified
562,0.03983,species,Escherichia coli
818,0.83813,species,Bacteroides thetaiotaomicron
820,1.13184,species,Bacteroides uniformis
821,3.55986,species,Phocaeicola vulgatus
823,1.66904,species,Parabacteroides distasonis
853,7.9312,species,Faecalibacterium prausnitzii
861,0.0006,species,Fusobacterium ulcerans
1302,0.01064,species,Streptococcus gordonii
1303,0.02902,species,Streptococcus oralis
1305,0.0044,species,Streptococcus sanguinis
1512,0.0006,species,[Clostridium] symbiosum
1522,0.01347,species,[Clostridium] innocuum
1535,0.04488,species,[Clostridium] leptum
1547,0.0283,species,Thomasclavelia ramosa
28037,0.00269,species,Streptococcus mitis
28052,0.19484,species,Lachnospira pectinoschiza
28116,0.22143,species,Bacteroides ovatus
28117,0.33845,species,Alistipes putredinis
28118,0.02625,species,Odoribacter splanchnicus
29348,0.11511,species,Thomasclavelia spiroformis
29361,2.4909,species,[Clostridium] nexile
33033,0.00266,species,Parvimonas micra
33038,2.55626,species,Mediterraneibacter gnavus
33039,3.27565,species,[Ruminococcus] torques
35833,0.4269,species,Bilophila wadsworthia
39482,0.00186,species,Faecalicatena contorta
39485,0.03856,species,Lachnospira eligens
39486,0.64856,species,Dorea formicigenerans
39490,1.17981,species,Eubacterium ramulus
39491,17.32269,species,Agathobacter rectalis
39492,0.06451,species,[Eubacterium] siraeum
39496,0.14056,species,Eubacterium ventriosum
40518,6.85649,species,Ruminococcus bromii
40520,0.14462,species,Blautia obeum
43675,0.02669,species,Rothia mucilaginosa
45634,0.00055,species,Streptococcus cristatus
46503,1.90679,species,Parabacteroides merdae
46506,4.42575,species,Bacteroides stercoris
53442,0.00094,species,Eubacterium callanderi
61171,0.07112,species,Holdemania filiformis
74426,1.46594,species,Collinsella aerofaciens
84026,0.00384,species,[Clostridium] methylpentosum
84112,0.15894,species,Eggerthella lenta
84135,0.02923,species,Gemella sanguinis
88431,1.11949,species,Dorea longicatena
89153,0.00507,species,[Clostridium] hylemonae
105843,0.20236,species,Anaerobutyricum soehngenii
109327,0.00358,species,Anaerovorax odorimutans
113107,0.09273,species,Streptococcus australis
154046,0.00606,species,Hungatella hathewayi
160404,0.00143,species,Anaerotignum lactatifermentans
166486,0.93455,species,Roseburia intestinalis
169435,0.00138,species,Anaerotruncus colihominis
208479,0.11972,species,Enterocloster bolteae
214853,0.00421,species,Anaerofustis stercorihominis
216816,0.05076,species,Bifidobacterium longum
253257,0.02348,species,Lacrimispora amygdalina
261299,0.09494,species,Intestinibacter bartlettii
291645,0.12354,species,Bacteroides nordii
292800,0.10475,species,Flavonifractor plautii
301301,0.02887,species,Roseburia hominis
301302,0.20247,species,Roseburia faecis
310297,1.07052,species,Phocaeicola plebeius
328812,0.21167,species,Parabacteroides goldsteinii
328813,0.07182,species,Alistipes onderdonkii
328814,0.05381,species,Alistipes shahii
333367,0.01925,species,Enterocloster asparagiformis
341220,0.00089,species,Lactonifactor longoviformis
342942,0.09787,species,Mediterraneibacter glycyrrhizinilyticus
351091,0.02721,species,Oscillibacter valericigenes
357276,3.73464,species,Phocaeicola dorei
358742,0.04879,species,Enterocloster aldenensis
358743,0.00933,species,Enterocloster citroniae
360807,1.19286,species,Roseburia inulinivorans
371601,0.89525,species,Bacteroides xylanisolvens
410072,0.35996,species,Coprococcus comes
418240,4.55713,species,Blautia wexlerae
446660,0.05496,species,Adlercreutzia equolifaciens
474960,0.01621,species,Hydrogenoanaerobacterium saccharovorans
487175,0.22277,species,Parasutterella excrementihominis
544580,0.00309,species,Actinomyces oris
544645,0.04144,species,Butyricimonas virosa
592978,0.69947,species,Mediterraneibacter faecis
626938,0.01935,species,Succinatimonas hippei
626940,1.70964,species,Phascolarctobacterium succinatutens
649756,2.50251,species,Anaerostipes hadrus
673271,0.0076,species,Catenibacillus scindens
745368,0.68202,species,Gemmiger formicilis
871665,0.47323,species,Blautia faecis
1034346,0.00627,species,Dielma fastidiosa
1150298,3.9342,species,Fusicatenibacter saccharivorans
1197717,0.00084,species,Cloacibacillus porcorum
1297617,0.00274,species,Intestinimonas butyriciproducens
1335613,0.00778,species,Gordonibacter urolithinfaciens
1414720,0.18369,species,Clostridium saudiense
1432052,0.00087,species,Eisenbergiella tayi
1468449,0.01248,species,Holdemania massiliensis
1470347,0.00485,species,Alistipes ihumii
1472761,0.01031,species,Enorma massiliensis
1550024,0.0346,species,Ruthenibacterium lactatiformans
1602169,0.26367,species,Prevotella pectinovora
1628085,0.44221,species,Agathobaculum butyriciproducens
1697793,0.01041,species,Clostridia bacterium UC5.1-1E11
1697794,0.00328,species,Clostridia bacterium UC5.1-1D1
1715004,0.30152,species,Clostridiales bacterium KLE1615
1720194,0.29924,species,Clostridium sp. AT4
1720294,0.01075,species,Eisenbergiella massiliensis
1720313,0.00953,species,Bittarella massiliensis (ex Durand et al. 2017)
1737424,1.05541,species,Blautia massiliensis (ex Durand et al. 2017)
1776382,0.00525,species,Neglectibacter timonensis
1776384,0.00518,species,Emergencia timonensis
1776392,0.00714,species,Massilimicrobiota timonensis
1796615,0.49109,species,Blautia caecimuris
1796618,0.00558,species,Cuneatibacter caecimuris
1796635,0.05706,species,Longicatena caecimuris
1841867,0.01231,species,Merdimmobilis hominis
1870991,0.01224,species,Massilioclostridium coli
1871035,0.12779,species,Negativibacillus massiliensis
1898203,0.08794,species,Lachnospiraceae bacterium
1898204,0.17086,species,Clostridiaceae bacterium
1898207,0.13753,species,Clostridiales bacterium
1926283,0.05286,species,Lachnoclostridium edouardi
1982626,0.88662,species,Faecalibacillus intestinalis
1987501,0.00429,species,Massiliimalia timonensis
2049045,0.02454,species,Eubacteriaceae bacterium
2086584,0.00084,species,Massilistercora timonensis
2093857,0.12106,species,Dysosmobacter welbionis
2108523,0.05247,species,Lawsonibacter asaccharolyticus
2126740,1.22987,species,Clostridium fessum
2211183,0.22006,species,Evtepia gabavorous
2292046,0.00041,species,Lachnotalea sp. AF33-28
2292182,0.25751,species,Clostridiaceae bacterium AF18-31LB
2292206,0.17248,species,Clostridium sp. AF27-2AA
2293024,0.44458,species,Clostridium sp. AM22-11AC
2293028,0.00243,species,Clostridium sp. AM29-11AC
2358141,0.02324,species,Anaerotignum faecicola
2585118,0.00434,species,Alistipes communis
2585119,0.02289,species,Alistipes dispar
2606633,0.63559,species,Oliverpabstia intestinalis
