ncbi_taxon_id,relative_abundance,taxon_rank_level,scientific_name
-1,2.3835200000000003,species,unclassified
562,0.00288,species,Escherichia coli
729,0.4001,species,Haemophilus parainfluenzae
818,0.06692,species,Bacteroides thetaiotaomicron
820,0.44229,species,Bacteroides uniformis
821,1.03887,species,Phocaeicola vulgatus
823,0.33443,species,Parabacteroides distasonis
1304,1.7439,species,Streptococcus salivarius
1305,0.0021,species,Streptococcus sanguinis
1308,0.00468,species,Streptococcus thermophilus
1318,0.62409,species,Streptococcus parasanguinis
1322,0.96802,species,Blautia hansenii
1328,0.00501,species,Streptococcus anginosus
1382,0.00531,species,Lancefieldella parvula
1502,0.47847,species,Clostridium perfringens
1512,0.42009,species,[Clostridium] symbiosum
1522,0.23284,species,[Clostridium] innocuum
1531,0.02217,species,Enterocloster clostridioformis
1547,0.03387,species,Thomasclavelia ramosa
1660,0.07541,species,Schaalia odontolytica
1680,2.95807,species,Bifidobacterium adolescentis
1681,1.37523,species,Bifidobacterium bifidum
1685,0.08218,species,Bifidobacterium breve
1689,0.51418,species,Bifidobacterium dentium
28026,5.47871,species,Bifidobacterium pseudocatenulatum
28037,0.02141,species,Streptococcus mitis
28052,4.71458,species,Lachnospira pectinoschiza
28125,0.0017,species,Prevotella bivia
29347,0.0721,species,[Clostridium] scindens
29348,0.02472,species,Thomasclavelia spiroformis
29466,0.06752,species,Veillonella parvula
33035,0.03998,species,Blautia producta
33038,3.58611,species,Mediterraneibacter gnavus
33039,1.26687,species,[Ruminococcus] torques
33945,0.00452,species,Enterococcus avium
36834,0.02288,species,Clostridium celatum
37734,0.05369,species,Enterococcus casseliflavus
39482,0.07035,species,Faecalicatena contorta
39485,0.60669,species,Lachnospira eligens
39491,14.04144,species,Agathobacter rectalis
39777,0.68024,species,Veillonella atypica
39778,0.81263,species,Veillonella dispar
43675,0.30313,species,Rothia mucilaginosa
46503,0.55543,species,Parabacteroides merdae
47678,0.25374,species,Bacteroides caccae
55565,0.02964,species,Actinomyces graevenitzii
56774,8e-05,species,[Eubacterium] infirmum
61592,0.00309,species,Corynebacterium durum
68892,0.00042,species,Streptococcus infantis
84024,0.08672,species,Clostridium disporicum
84112,0.52644,species,Eggerthella lenta
84135,0.01809,species,Gemella sanguinis
88431,3.80424,species,Dorea longicatena
89014,0.17376,species,Blautia luti
100884,0.02859,species,Coprobacillus cateniformis
105841,0.04199,species,Anaerostipes caccae
105843,0.25548,species,Anaerobutyricum soehngenii
113107,0.15229,species,Streptococcus australis
114527,0.0494,species,Mogibacterium diversum
143393,0.02552,species,[Eubacterium] sulci
154046,0.18164,species,Hungatella hathewayi
166486,0.09125,species,Roseburia intestinalis
184870,0.02287,species,Varibaculum cambriense
187326,0.004,species,Megasphaera micronuciformis
208479,0.77587,species,Enterocloster bolteae
216816,3.69932,species,Bifidobacterium longum
218538,0.20206,species,Dialister invisus
237576,0.0015,species,Oribacterium sinus
261299,0.48268,species,Intestinibacter bartlettii
292800,0.92487,species,Flavonifractor plautii
301301,0.51074,species,Roseburia hominis
301302,14.06592,species,Roseburia faecis
315405,0.6883,species,Streptococcus gallolyticus
329854,0.07155,species,Bacteroides intestinalis
333367,0.18426,species,Enterocloster asparagiformis
341220,0.09858,species,Lactonifactor longoviformis
357276,0.03353,species,Phocaeicola dorei
358742,0.22835,species,Enterocloster aldenensis
358743,0.07557,species,Enterocloster citroniae
360807,0.98482,species,Roseburia inulinivorans
371601,0.57877,species,Bacteroides xylanisolvens
418240,5.09689,species,Blautia wexlerae
423477,0.03915,species,Veillonella rogosae
460384,0.12936,species,Enterocloster lavalensis
544580,0.01488,species,Actinomyces oris
649756,2.41912,species,Anaerostipes hadrus
713054,0.07358,species,TM7 phylum sp. oral taxon 352
871665,0.82947,species,Blautia faecis
936548,0.07501,species,Actinomyces sp. ICM47
1118058,0.00301,species,Actinomyces sp. ph3
1150298,1.00614,species,Fusicatenibacter saccharivorans
1232428,0.5441,species,Megasphaera massiliensis
1337051,0.01122,species,Murimonas intestini
1414720,0.09768,species,Clostridium saudiense
1550024,0.25429,species,Ruthenibacterium lactatiformans
1628085,1.13101,species,Agathobaculum butyriciproducens
1650663,0.472,species,Allofournierella massiliensis
1653434,0.30925,species,Sellimonas intestinalis
1653435,9e-05,species,Merdimonas faecis
1697794,0.04581,species,Clostridia bacterium UC5.1-1D1
1712515,0.00068,species,Butyricicoccus faecihominis
1715004,1.34179,species,Clostridiales bacterium KLE1615
1720313,0.06466,species,Bittarella massiliensis (ex Durand et al. 2017)
1723384,0.00064,species,Fenollaria timonensis
1776391,0.045,species,Romboutsia timonensis
1776392,0.09734,species,Massilimicrobiota timonensis
1796615,1.46169,species,Blautia caecimuris
1852361,0.0721,species,Actinomyces bouchesdurhonensis
1870991,0.02895,species,Massilioclostridium coli
1871021,0.00043,species,Lachnoclostridium phocaeense
1871030,0.71703,species,Merdibacter massiliensis
1871035,0.77865,species,Negativibacillus massiliensis
1898204,0.83548,species,Clostridiaceae bacterium
1912855,0.71154,species,Faecalimonas umbilicata
1965582,0.32701,species,Gemmiger sp. An194
1965662,0.07915,species,Gemmiger sp. An87
1982626,1.85414,species,Faecalibacillus intestinalis
2015901,0.01127,species,Massilicoli timonensis
2093857,0.72802,species,Dysosmobacter welbionis
2126740,0.76065,species,Clostridium fessum
2292041,0.02935,species,Dorea sp. AF36-15AT
2292205,0.33109,species,Clostridium sp. AF20-17LB
2583452,0.0776,species,Amedibacterium intestinale
2592640,0.69214,species,Blautia sp. MCC283
2735723,0.01204,species,Turicibacter bilis
2763037,0.10905,species,Clostridium lentum
2763645,0.1415,species,Lentihominibacter hominis
2763667,0.0264,species,Wansuia hejianensis
2787103,0.11729,species,Clostridium sp. 1001270J_160509_D11
