ncbi_taxon_id,relative_abundance,taxon_rank_level,scientific_name
-1,41.25265,species,unclassified
562,0.00473,species,Escherichia coli
729,0.02068,species,Haemophilus parainfluenzae
817,1.30957,species,Bacteroides fragilis
818,0.43781,species,Bacteroides thetaiotaomicron
820,0.46585,species,Bacteroides uniformis
821,3.06224,species,Phocaeicola vulgatus
823,1.61916,species,Parabacteroides distasonis
847,0.01742,species,Oxalobacter formigenes
853,12.21959,species,Faecalibacterium prausnitzii
1304,0.01731,species,Streptococcus salivarius
1318,0.00192,species,Streptococcus parasanguinis
1535,0.00651,species,[Clostridium] leptum
1623,0.01168,species,Ligilactobacillus ruminis
1680,0.05785,species,Bifidobacterium adolescentis
1681,0.01139,species,Bifidobacterium bifidum
1683,0.00372,species,Bifidobacterium angulatum
28026,0.00414,species,Bifidobacterium pseudocatenulatum
28037,0.00155,species,Streptococcus mitis
28052,0.05991,species,Lachnospira pectinoschiza
28116,0.16958,species,Bacteroides ovatus
28118,0.40703,species,Odoribacter splanchnicus
29466,0.0322,species,Veillonella parvula
33025,0.50086,species,Phascolarctobacterium faecium
33039,0.01575,species,[Ruminococcus] torques
35833,0.07057,species,Bilophila wadsworthia
39485,0.03052,species,Lachnospira eligens
39486,0.01587,species,Dorea formicigenerans
39488,0.0012,species,Anaerobutyricum hallii
39490,0.00633,species,Eubacterium ramulus
39491,2.62571,species,Agathobacter rectalis
40518,0.78379,species,Ruminococcus bromii
40520,0.00228,species,Blautia obeum
40545,1.37964,species,Sutterella wadsworthensis
46503,0.93312,species,Parabacteroides merdae
46506,0.67991,species,Bacteroides stercoris
61171,0.00396,species,Holdemania filiformis
74426,0.17829,species,Collinsella aerofaciens
88431,0.01535,species,Dorea longicatena
106588,0.0002,species,Pseudoflavonifractor capillosus
166486,0.26016,species,Roseburia intestinalis
208479,0.00056,species,Enterocloster bolteae
209880,0.01961,species,Allisonella histaminiformans
216816,0.0027,species,Bifidobacterium longum
225992,0.01612,species,Comamonas kerstersii
239935,0.83598,species,Akkermansia muciniphila
246787,0.07361,species,Bacteroides cellulosilyticus
253257,0.04761,species,Lacrimispora amygdalina
290055,0.05606,species,Faecalicatena fissicatena
291645,0.24066,species,Bacteroides nordii
292800,0.01506,species,Flavonifractor plautii
301301,0.084,species,Roseburia hominis
301302,0.72904,species,Roseburia faecis
310297,0.78399,species,Phocaeicola plebeius
328814,2.95542,species,Alistipes shahii
329854,0.07342,species,Bacteroides intestinalis
351091,2.46556,species,Oscillibacter valericigenes
357276,2.0786,species,Phocaeicola dorei
358742,0.00031,species,Enterocloster aldenensis
360807,0.04039,species,Roseburia inulinivorans
371601,1.10314,species,Bacteroides xylanisolvens
410072,0.05387,species,Coprococcus comes
418240,0.00396,species,Blautia wexlerae
423477,0.00666,species,Veillonella rogosae
446660,0.00208,species,Adlercreutzia equolifaciens
454154,0.80665,species,Paraprevotella clara
487175,0.7915,species,Parasutterella excrementihominis
536633,0.00153,species,Blautia glucerasea
544644,0.17923,species,Butyricimonas synergistica
544645,0.37902,species,Butyricimonas virosa
592978,0.00136,species,Mediterraneibacter faecis
745368,0.00215,species,Gemmiger formicilis
871665,0.01673,species,Blautia faecis
1150298,0.06085,species,Fusicatenibacter saccharivorans
1160721,0.27819,species,Ruminococcus bicirculans (ex Wegman et al. 2014)
1297617,0.00444,species,Intestinimonas butyriciproducens
1472417,0.16997,species,Butyricimonas paravirosa
1550024,0.01634,species,Ruthenibacterium lactatiformans
1628085,0.05889,species,Agathobaculum butyriciproducens
1720194,0.01872,species,Clostridium sp. AT4
1871018,0.00771,species,Angelakisella massiliensis
1898204,0.07765,species,Clostridiaceae bacterium
1898207,0.06483,species,Clostridiales bacterium
1981510,0.00522,species,Monoglobus pectinilyticus
2093857,0.44737,species,Dysosmobacter welbionis
2126740,0.08499,species,Clostridium fessum
2137880,8.65862,species,Candidatus Gastranaerophilales bacterium
2211183,0.0139,species,Evtepia gabavorous
2292182,0.03034,species,Clostridiaceae bacterium AF18-31LB
2292205,0.36448,species,Clostridium sp. AF20-17LB
2292245,0.00646,species,Ruminococcus sp. AF13-28
2292271,0.03984,species,Lachnospiraceae bacterium AM48-27BH
2292991,0.09688,species,Catenibacterium sp. AM22-15
2293015,0.46301,species,Clostridium sp. AF36-4
2293024,0.09087,species,Clostridium sp. AM22-11AC
2293035,0.05696,species,Clostridium sp. AM49-4BH
2293107,0.01595,species,Eubacterium sp. AF34-35BH
2358141,2.03271,species,Anaerotignum faecicola
2447885,0.00298,species,Bacteroides faecalis
2500537,0.69541,species,Candidatus Cibiobacter qucibialis
2509240,0.01032,species,Blautia faecicola
2564099,0.1605,species,Ruminococcus bovis
2582419,0.21013,species,Dialister hominis
2585118,0.24115,species,Alistipes communis
2606640,0.60703,species,Victivallis lenta
2714355,0.19497,species,Vescimonas coprocola
2763670,1.2323,species,Wujia chipingensis
2763672,0.06405,species,Simiaoa sunii
2764322,0.03757,species,Hydrogeniiclostridium mannosilyticum
2779352,0.00039,species,Pseudoflavonifractor gallinarum
2830658,0.01564,species,Clostridiaceae bacterium Marseille-Q4145
2883268,0.08104,species,Colidextribacter sp. 210702-DFI.3.9
2883295,0.02266,species,bacterium 210917-DFI.7.65
2885350,0.06253,species,Gallintestinimicrobium propionicum
2929491,0.18608,species,Faecalibacterium wellingii
2981769,0.44547,species,Waltera acetigignens
